,points,title,description,taster_name,taster_twitter_handle,price,designation,variety,region_1,region_2,province,country,winery
7316,87,V&N; Cellars 2007 Cabernet Sauvignon (Cariñena),"Leathery, stalky berry aromas are a bit rustic, and so is the feel. But the flavors on this Cabernet from Cariñena are satisfying and forward, suggesting stewed plum, baked berry and sun-drenched warmth. This is almost cooked but it pulls back. At six years of age it is what it is; drink now.",Michael Schachner,@wineschach,18.0,,Cabernet Sauvignon,Cariñena,,Northern Spain,Spain,V&N; Cellars
7317,87,Grands Terroirs de France 2010  Haut-Médoc,"Firmly tannic yet with the potential of good black currant fruit, this is a fine reflection of the vintage, rich and fruity, layered with considerably fresh acidity. Drink now, or give it a year.",Roger Voss,@vossroger,,,Bordeaux-style Red Blend,Haut-Médoc,,Bordeaux,France,Grands Terroirs de France
7318,87,Willamette Valley Vineyards 2010 Estate Pinot Noir (Willamette Valley),"This wine is medium-bodied, with slightly briny flavors of cherry, earth and herb. It's balanced and holds interest, with a clear emphasis on the herbal aspect of Oregon Pinot Noir.",Paul Gregutt,@paulgwine ,30.0,Estate,Pinot Noir,Willamette Valley,Willamette Valley,Oregon,US,Willamette Valley Vineyards
7319,87,Nittnaus Hans und Christine 2012 Obere Wies Sauvignon Blanc (Burgenland),"Ripe, tropical fruit Sauvignon Blanc from vines close to the Neusiedlersee lake. The wine has peach and pineapple flavors that are counterbalance by a more herbal, grassy back taste. Because it is so young, it does need a few more months in bottle. Screwcap.",Roger Voss,@vossroger,17.0,Obere Wies,Sauvignon Blanc,,,Burgenland,Austria,Nittnaus Hans und Christine
7320,87,Obsidian 2011 Tempranillo (Oregon),"Purple and plum in color, this delivers plummy fruit and graphite, or charcoal dust, in the tannins. It's bone dry and straightforward, clean and balanced.",Paul Gregutt,@paulgwine ,28.0,,Tempranillo,Oregon,Oregon Other,Oregon,US,Obsidian
7321,87,Serra da Estrela 2011 Albariño (Rías Baixas),"Peach and melon aromas are holding onto their freshness, while the palate shows a soft side and modest acidity. Tropical flavors of mango, melon and pineapple finish with nectarine notes and a touch of bitter peach pit. Drink as soon as possible.",Michael Schachner,@wineschach,16.0,,Albariño,Rías Baixas,,Galicia,Spain,Serra da Estrela
7322,87,Six Sigma Ranch 2009 Else's Reserve Cabernet Sauvignon (Lake County),"This is an austere, leathery Cabernet with smooth tannins that will take time to move beyond its more earthy, herbal components and share its blackberry fruit. Pair with a steak in the meantime, preferably in a blackberry reduction sauce, which might coax out more of the wine's flavor.",Virginie Boone,@vboone,42.0,Else's Reserve,Cabernet Sauvignon,Lake County,,California,US,Six Sigma Ranch
7323,87,Stag's Leap Wine Cellars 2011 KARIA Chardonnay (Napa Valley),"This big-production wine from Stag's Leap hits all the popular Chardonnay buttons. It's soft and sweet, with orange and pineapple jam, buttercream, vanilla and toast flavors, brightened by crisp acidity. The grapes come from the cooler, southern parts of the valley.",,,35.0,KARIA,Chardonnay,Napa Valley,Napa,California,US,Stag's Leap Wine Cellars
7324,87,Animale 2010 Petite Sirah (Yakima Valley),"Not surprisingly, this young wine has dense, potent tannins, along with plenty of stem and herb accents. It's balanced texturally, and has rather acidic, young fruit flavors of cranberry and raspberry. At the moment it is the most chewy and tannic of all the 2010 reds from Animale.",Paul Gregutt,@paulgwine ,26.0,,Petite Sirah,Yakima Valley,Columbia Valley,Washington,US,Animale
7325,87,Broadway Vineyards 2009 Estate Grown Syrah (Carneros),"Give this Syrah a few hours of decanting and drink it now. It's dry, full bodied and dense in blackberry, blueberry, bacon, pepper and oak flavors. Shows real elegance and class, but not an ager.",,,40.0,Estate Grown,Syrah,Carneros,Napa-Sonoma,California,US,Broadway Vineyards
7326,87,Cantine Lupo 2010 Syranto Syrah (Lazio),"The winemaking efforts of Lazio (the region that houses the Italian capital, Rome) are slowly being noticed thanks to an admittedly small group of quality-minded producers. This Syrah shows ripe fruit and soft roundness with elements of prune, coffee and cherry liqueur.",,,15.0,Syranto,Syrah,Lazio,,Central Italy,Italy,Cantine Lupo
7327,87,Casas del Bosque 2011 Reserva Chardonnay (Casablanca Valley),"While this Chardonnay is tropical and sweet as a whole, it's also an honest reflection of Casablanca. Aromas of honeyed apple, toast and peach are friendly, while the palate feels round and resiny, with solid core acidity. Apple, sweet melon, honey and toast flavors precede a finish where oak rises up and vies with residual tropical notes.",Michael Schachner,@wineschach,12.0,Reserva,Chardonnay,,,Casablanca Valley,Chile,Casas del Bosque
7328,87,Château de Calavon 2009 La Réserve Red (Coteaux d'Aix-en-Provence),"Spicy, minty, wood-aged wine that shows more wood than fruit. It does have a rich character from black plum and berry flavors so the wine will become better integrated. So wait for 2–3 years.",Roger Voss,@vossroger,40.0,La Réserve,Rhône-style Red Blend,Coteaux d'Aix-en-Provence,,Provence,France,Château de Calavon
7329,87,Château la Mascaronne 2009 La Mascaronne Red (Côtes de Provence),"Rich and dense, this is a ripe, wood-aged wine, now showing maturity. It has weight, red berry fruits and a firmer structure of tannins. It is ready to drink, but could age another year.",Roger Voss,@vossroger,23.0,La Mascaronne,Rhône-style Red Blend,Côtes de Provence,,Provence,France,Château la Mascaronne
7330,87,Château Larroque 2012  Bordeaux Blanc,"Rounded wine, showing ripe tropical flavors as well as a more citrus character. The wine is full, attractively textured with a buttery edge. Spice and green herbs come through to finish. Screwcap.",Roger Voss,@vossroger,12.0,,Bordeaux-style White Blend,Bordeaux Blanc,,Bordeaux,France,Château Larroque
7331,87,Château Ramage la Batisse 2010 L'Enclose de Ramage  (Haut-Médoc),"The second wine of Château Ramage la Batisse, L'Enclos is ripe and fruity. It has a sense of structure although this is played down by the rich black currant fruits. Acidity cuts through the general richness of this medium-aging wine.",Roger Voss,@vossroger,,L'Enclose de Ramage,Bordeaux-style Red Blend,Haut-Médoc,,Bordeaux,France,Château Ramage la Batisse
7332,87,Château Thuerry 2012 Le Château Rosé (Côtes de Provence),"Light and fruity, with a touch of pepper and spice, this is a immediately attractive, red-fruited wine. It has enough crisp freshness as well as richness to go with food. The aftertaste emphasizes both spice and fruit.",Roger Voss,@vossroger,18.0,Le Château,Rosé,Côtes de Provence,,Provence,France,Château Thuerry
7333,87,Còlpetrone 2010  Montefalco Rosso,"The blend here is Sangiovese (70%), Sagrantino and Merlot and the wine opens with an inky dark appearance followed by bulky tones of black cherry, cola and spice.",,,17.0,,Red Blend,Montefalco Rosso,,Central Italy,Italy,Còlpetrone
7334,87,Concha y Toro 2010 Serie Riberas Gran Reserva Ribera del Tinguiririca Marchigue Malbec (Chile),"Herb and olive aromas give this Malbec a slightly green nose. There's a lot of body and acid once it hits the palate along with flavors of herbal berry, mint and pepper. This is sturdy, fully oaked and minty on the finish.",Michael Schachner,@wineschach,17.0,Serie Riberas Gran Reserva Ribera del Tinguiririca Marchigue,Malbec,,,Chile,Chile,Concha y Toro
7335,87,Concha y Toro 2011 Terrunyo Costa Los Boldos Vineyard Block 6 Riesling (Casablanca Valley),"This first-time Riesling from CyT delivers petrol/diesel aromas along with mild apple and peach scents on what amounts to a true, varietal nose. The palate has a punch-like, juicy feel that's fresh but light, while tropical flavors of lychee and mango end juicy but with weight.",Michael Schachner,@wineschach,,Terrunyo Costa Los Boldos Vineyard Block 6,Riesling,,,Casablanca Valley,Chile,Concha y Toro
7336,87,Domini de la Cartoixa 2007 Galena Red (Priorat),"Leather and herbal berry fruit aromas come with a horsey, stalky side. The palate is solid but hard, with herbal, stemmy flavors of licorice, baked berry and chocolate. The finish is chocolaty and slightly bitter, with a leftover green note.",Michael Schachner,@wineschach,35.0,Galena,Red Blend,Priorat,,Catalonia,Spain,Domini de la Cartoixa
7337,88,Von Schleinitz 2013 Weissenberg Riesling (Mosel),"Dusty mineral and wet stones lend savory accents to freshly pressed apple and pear flavors in this lively off-dry Riesling. Lemony acidity feels punchy and spry on the palate, leading a refreshingly crisp finish. Drink now through 2017.",Anna Lee C. Iijima,,20.0,Weissenberg,Riesling,,,Mosel,Germany,Von Schleinitz
7338,88,Yalumba 2013 The Y Series Cabernet Sauvignon (South Australia),"This isn't the biggest, baddest Cabernet. Instead, it's more of a charmer—lithe and crisp. Cherries and dried herbs on the nose add hints of earth and pepper on the palate, then finish with a gentle wash of dusty tannins. Drink now–2018.",Joe Czerwinski,@JoeCz,12.0,The Y Series,Cabernet Sauvignon,South Australia,,South Australia,Australia,Yalumba
7339,88,Bowers Harbor 2014 Block II & Langley Riesling (Old Mission Peninsula),"While the nose is focused on delicate lemon, apple and talc aromas, the juicy palate brings peach and crunchy red apple-skin flavors. Off dry in style, with vibrant acidity, this is a well-balanced offering from this northern Michigan producer.",Alexander Peartree,,32.0,Block II & Langley,Riesling,Old Mission Peninsula,,Michigan,US,Bowers Harbor
7340,88,Caldaro 2014 Vial Pinot Bianco (Alto Adige),"Crushed rock, orchard fruit and a dash of oak emerge on this linear white. On the palate, crisp acidity supports Anjou pear, yellow apple and almond while a mineral note backs up the finish.",Kerin O’Keefe,@kerinokeefe,22.0,Vial,Pinot Bianco,Alto Adige,,Northeastern Italy,Italy,Caldaro
7341,88,Cambridge 2013 Zinfandel (Russian River Valley),Dense tannins find their way to roundness amid a smattering of red and blue berries and an intense shock of dried herb. The finish is a mix of leather pouch and brine.,Virginie Boone,@vboone,28.0,,Zinfandel,Russian River Valley,Sonoma,California,US,Cambridge
7342,88,Caminhos Cruzados 2014 Titular Encruzado (Dão),The Dão's great white grape has produced a deliciously perfumed wine. It is fresh with pink grapefruit and crisp apples that are filled out with spice and toast from the wood aging. It is tight and mineral in texture and will benefit from a few more months before drinking. Wait until late 2016.,Roger Voss,@vossroger,22.0,Titular,Encruzado,,,Dão,Portugal,Caminhos Cruzados
7343,88,Campolargo 2012 Vinha do Putto Red (Bairrada),"The wine is all fruit, fresh red berries and refreshing acidity. The tannins are soft, rounded and generous, just supporting the fruitiness. The wine is ready to drink now.",Roger Voss,@vossroger,12.0,Vinha do Putto,Portuguese Red,,,Bairrada,Portugal,Campolargo
7344,88,Cantina Valle Isarco 2014 Aristos Kerner (Alto Adige),"Strong scents of yellow stone fruit, grapefruit and a touch of light baking spice open on the nose. The full-bodied palate shows apricot, yellow peach, mineral and a hint of nutmeg alongside lively acidity that leaves a tangy finish.",Kerin O’Keefe,@kerinokeefe,22.0,Aristos,Kerner,Alto Adige,,Northeastern Italy,Italy,Cantina Valle Isarco
7345,88,Carl Ehrhard 2014 Rüdesheim Pinot Sekt Pinot Noir (Rheingau),"A whisper of caramelized sugar glazes crisp berries and plums in this finely moussed sparkling Pinot Noir. It's elegantly structured, balancing striking cranberry acidity against a palate that's fruity, fresh and mineral.",Anna Lee C. Iijima,,23.0,Rüdesheim Pinot Sekt,Pinot Noir,,,Rheingau,Germany,Carl Ehrhard
7346,88,Casa Agricola Alexandre Relvas 2014 Art Terra Red (Alentejano),"Produced from organically grown grapes, this is a young, fruity wine that has been produced to be drunk young. Light tannins and pure black currant flavors give the wine plenty of freshness and acidity. The wine is rich and ready to drink.",Roger Voss,@vossroger,20.0,Art Terra,Portuguese Red,,,Alentejano,Portugal,Casa Agricola Alexandre Relvas
7347,88,Casa Agricola Alexandre Relvas 2014 Herdade da Pimenta Pimenta Preta Red (Alentejano),"A young and fruity wine that is already balanced. So the tannins give a structure to the forward blackberry fruits and acidity. It's a juicy, full-bodied wine, the Alicante Bouschet in the blend giving the richness and also the structure. The wine is ready to drink.",Roger Voss,@vossroger,12.0,Herdade da Pimenta Pimenta Preta,Portuguese Red,,,Alentejano,Portugal,Casa Agricola Alexandre Relvas
7348,88,Castello di Buttrio 2011 Torre Butria Riserva White (Friuli Colli Orientali),"Made with Friulano, Chardonnay and Sauvignon, this offers scents of wildflower, beeswax and ripe orchard fruit. The structured palate offers bitter almond, yellow apple skin, acacia honey and mineral. It still has fresh acidity but drink soon to capture the remaining fruit richness.",Kerin O’Keefe,@kerinokeefe,,Torre Butria Riserva,White Blend,Friuli Colli Orientali,,Northeastern Italy,Italy,Castello di Buttrio
7349,88,Castoro Cellars 2013 Whale Rock Vineyard Reserve Tempranillo (Paso Robles),"This wine's silky-smooth nose blends aromas of cherry pastries and cinnamon donut with black gravel and gingerbread. The palate is grippy with tannins that add mouthfeel but not a ton of structure, offering flavors of dense strawberry and tar.",Matt Kettmann,@mattkettmann,24.0,Whale Rock Vineyard Reserve,Tempranillo,Paso Robles,Central Coast,California,US,Castoro Cellars
7350,88,Comelli 2014 Friulano (Friuli Colli Orientali),"Delicate scents of white spring flower and orchard fruit waft out of the glass. The bright, round palate offers Bosc pear and white peach while a pleasant note of bitter almond rounds off the finish.",Kerin O’Keefe,@kerinokeefe,15.0,,Friulano,Friuli Colli Orientali,,Northeastern Italy,Italy,Comelli
7351,88,David Frost 2014 Cabernet Sauvignon (Western Cape),"This is a solid, jammy red that offers forward notes of black plum, cherry and berry. The medium-weight mouthfeel is direct and attractive, as the juicy black-fruit flavors are complemented by moderate tannins and balanced alcohol. A well-done and immediately accessible selection to enjoy now.",Lauren Buzzeo,@laurbuzz,12.0,,Cabernet Sauvignon,,,Western Cape,South Africa,David Frost
7352,88,Del Rio 2014 Estate Grown Viognier (Rogue Valley),"Full and fruity, this has the ripeness to feel fleshy and lush, with a pleasant mix of pear, apple and peach flavors. Light touches of brioche and cinnamon add interest to the finish.",Paul Gregutt,@paulgwine ,20.0,Estate Grown,Viognier,Rogue Valley,Southern Oregon,Oregon,US,Del Rio
7353,88,Division 2014 Methven Familly Vineyards Cru Gamay Noir (Eola-Amity Hills),"Aged in neutral oak, this appealing wine has a strong underpinning of wet rock. The spicy, tart cranberry/raspberry fruit is rich enough to deserve more bottle age in order to reach its peak. Drink 2016–2020.",Paul Gregutt,@paulgwine ,27.0,Methven Familly Vineyards Cru,Gamay Noir,Eola-Amity Hills,Willamette Valley,Oregon,US,Division
7354,88,Gradis'ciutta 2014 Pinot Grigio (Collio),"Fresh and balanced, this offers aromas of Spanish Broom, pear and a whiff of flint. The elegant, linear palate delivers crisp apple, nectarine zest and a mineral note alongside bracing acidity.",Kerin O’Keefe,@kerinokeefe,22.0,,Pinot Grigio,Collio,,Northeastern Italy,Italy,Gradis'ciutta
7355,87,Karl Kaspar 2014 Kabinett Riesling (Mosel),Lemon and white grapefruit flavors shine brightly in this off-dry Riesling quaffer. It's fresh and fruity but balanced vibrantly by zesty lime acidity. Drink now.,Anna Lee C. Iijima,,13.0,Kabinett,Riesling,,,Mosel,Germany,Karl Kaspar
7356,87,Pagos del Rey 2014 Arnegui  (Rioja),"Fresh, dry red-fruit aromas lead the charge on this tasty but simple Rioja that feels crisp, healthy and balanced. Flavors of plum, raspberry and herbs finish mild.",Michael Schachner,@wineschach,11.0,Arnegui,Tempranillo,Rioja,,Northern Spain,Spain,Pagos del Rey
7357,87,2 Lads 2013 Pinot Noir (Old Mission Peninsula),"An earthy geranium note lingers above a core of dark cherry and raspberry on the nose. The medium-bodied palate boasts light tannins and a flavor profile of cherries, wilting red flowers and anise.",Alexander Peartree,,29.0,,Pinot Noir,Old Mission Peninsula,,Michigan,US,2 Lads
7358,87,Adega Mãe 2014 White (Lisboa),"Found more often (although still rarely) in the Douro, the Viosinho is distinguished by its high acidity. In the coastal climate of Lisboa, that steely character is still there. It should calm down a little over the next few months and fill out with the apple fruit flavors that are just hints at present. Drink from late 2016.",Roger Voss,@vossroger,19.0,,Viosinho,,,Lisboa,Portugal,Adega Mãe
7359,87,Alessio Komjanc 2014 Friulano (Collio),"Yellow wildflower, white stone fruit and crushed rock aromas lead the nose while the lively palate offers mineral, almond and yellow apple. It's vibrant, with bright acidity.",Kerin O’Keefe,@kerinokeefe,14.0,,Friulano,Collio,,Northeastern Italy,Italy,Alessio Komjanc
7360,87,Alois Lageder 2014 Lehen Sauvignon (Alto Adige),"The nose isn't overly expressive but eventually reveals suggestions of tropical fruit, chopped herb and a whiff of stone. The straightforward, slender palate offers grapefruit, a hint of peach and mineral accompanied by crisp acidity.",Kerin O’Keefe,@kerinokeefe,30.0,Lehen,Sauvignon,Alto Adige,,Northeastern Italy,Italy,Alois Lageder
7361,87,Alois Lageder 2014 Müller-Thurgau (Alto Adige Valle Isarco),"Light and vibrant, this opens with aromas of fragrant spring flower, stone fruit and a suggestion of nutmeg. The palate offers white peach, apple and a hint of almond alongside crisp acidity.",Kerin O’Keefe,@kerinokeefe,17.0,,Müller-Thurgau,Alto Adige Valle Isarco,,Northeastern Italy,Italy,Alois Lageder
7362,87,Ancient Cellars 2012 One Toe Duck Pinot Noir (Willamette Valley),"The scents mingle rose petals, sandalwood and a touch of bitter greens. That dusting of incense continues on the palate, with Indian spices and tart red fruit. Tannins are firm and proportionate, with a bit of stem flavoring the finish.",Paul Gregutt,@paulgwine ,30.0,One Toe Duck,Pinot Noir,Willamette Valley,Willamette Valley,Oregon,US,Ancient Cellars
7363,87,Bellingham 2013 The Bernard Series Bush Vine Pinotage (Coastal Region),"Graphite, char, vanilla bean and cedar plank lay atop the black berry and plum preserve fruit core on the nose. The palate is creamy and mouthfilling at first, offering rich notes of vanilla-infused stewed berries and raspberry sauce that are then overwhelmed by aggressive, green tannins that hold the palate hostage through the long, woody finish.",Lauren Buzzeo,@laurbuzz,35.0,The Bernard Series Bush Vine,Pinotage,,,Coastal Region,South Africa,Bellingham
7364,87,Borgo Conventi 2014 Sauvignon (Collio),"Aromas of hay, tomato leaf and medicinal herb lead the nose and follow over to the racy palate together with grapefruit, lemon drop and mineral. It's linear, with bracing acidity.",Kerin O’Keefe,@kerinokeefe,15.0,,Sauvignon,Collio,,Northeastern Italy,Italy,Borgo Conventi
7365,87,Bouchaine 2012 Pinot Noir (Carneros-Napa Valley),"Truffled earth and cranberry-strawberry envelop sizable oak and bittersweet tannin in this warm-vintage wine. On the more light-bodied side, it features savory tinges of black tea.",Virginie Boone,@vboone,35.0,,Pinot Noir,Carneros-Napa Valley,Napa,California,US,Bouchaine
7366,87,Bürgermeister Willi Schweinhardt 2014 Rothenberg Riesling (Nahe),"While the nose is a bit subdued, suggesting bruised apple and herb notes, the palate of this spry, off-dry Riesling is fresh, fruity and elegant. Crisp white peach and grapefruit flavors are lively and tart, finishing with a refreshing green herb note. Drink now through 2018.",Anna Lee C. Iijima,,24.0,Rothenberg,Riesling,,,Nahe,Germany,Bürgermeister Willi Schweinhardt
7367,88,Quinta Nova de Nossa Senhora do Carmo 2009 Late Bottled Vintage  (Port),"This wine is fruity, supported by firm tannins that integrate well with the acidity. While there is a delicious black currant and berry fruit character, this wine needs to develop richness as it matures. Drink from 2018.",Roger Voss,@vossroger,,Late Bottled Vintage,Port,,,Port,Portugal,Quinta Nova de Nossa Senhora do Carmo
7368,88,Ramos-Pinto 2009 Late Bottled Vintage  (Port),"Bacon aromas lead to a wine that is spicy, dry and meaty in character. There is a stalky element at first, yet turns to fresh, ripe fruit balanced by lively acidity. Drink from 2017.",Roger Voss,@vossroger,23.0,Late Bottled Vintage,Port,,,Port,Portugal,Ramos-Pinto
7369,88,Siduri 2013 Pinot Noir (Russian River Valley),"Crisp earth and seamless tannin give this wine a sultry softness around a subtle overlay of oak. Black cherry and leather meet in the middle, buoyed by a zest of acidity, medium weight and a lengthy finish.",Virginie Boone,@vboone,33.0,,Pinot Noir,Russian River Valley,Sonoma,California,US,Siduri
7370,88,Taittinger NV Nocturne Sec  (Champagne),"Like its rosé counterpart, this wine is soft and fruity. With attractive apple fruits and bright lemon to give freshness, it's a rounded wine that has perfumed white fruits and a ripe, always fresh aftertaste.",Roger Voss,@vossroger,82.0,Nocturne Sec,Champagne Blend,Champagne,,Champagne,France,Taittinger
7371,88,Lallier NV Grand Brut Rosé  (Champagne),"Produced from Grand Cru vineyards, this pale-colored rosé is warm and ripe. An attractive blend of red fruits and crisp acidity is rounded out with a soft, full aftertaste. It could be drunk as an apéritif, although it would be better with food.",Roger Voss,@vossroger,55.0,Grand Brut Rosé,Champagne Blend,Champagne,,Champagne,France,Lallier
7372,88,Merotto 2014 Colbello Extra Dry  (Valdobbiadene Prosecco Superiore),"Delicate aromas of spring flowers and white stone fruit lead the nose. The palate offers crisp green apple, yellow pear and creamy white peach alongside refreshing acidity and a foaming mousse.",Kerin O’Keefe,@kerinokeefe,26.0,Colbello Extra Dry,Glera,Valdobbiadene Prosecco Superiore,,Veneto,Italy,Merotto
7373,88,Real Companhia Velha 2014 Quinta de Cidrô Chardonnay (Duriense),"This oak-fermented wine may have little connection to the Douro, but it is a full, ripe and tropical-fruit flavored. The toast is only perceptible in the smooth creaminess of the texture while acidity and a crisp lemon edge give the wine an attractive final lift. Drink from late 2016.",Roger Voss,@vossroger,25.0,Quinta de Cidrô,Chardonnay,,,Duriense,Portugal,Real Companhia Velha
7374,88,Rozes 2012 Terras do Grifo Red (Douro),"Named after the vultures which fly in the Douro, this solid, structured wine is full of tannins as well as ripe fruit. It comes from a good red wine vintage, allowing the structure to develop richly with a good concentration. The wine still needs time, so drink from 2017.",Roger Voss,@vossroger,17.0,Terras do Grifo,Portuguese Red,,,Douro,Portugal,Rozes
7375,88,Sanfeletto NV Extra Dry  (Valdobbiadene Prosecco Superiore),"Delicate but alluring scents of wisteria, hawthorn and a hint of white stone fruit lead the way, with a whiff of almond. The crisp, creamy palate offers Bartlett pear, apple and a mineral note alongside vibrant acidity and racy bubbles.",Kerin O’Keefe,@kerinokeefe,19.0,Extra Dry,Glera,Valdobbiadene Prosecco Superiore,,Veneto,Italy,Sanfeletto
7376,88,Ambo Secco NV Blanc de Blanc Brut Sparkling (Vino Spumante),"Yeasty aromas of bread dough, citrus and nut lead the nose on this 100% Chardonnay. The bright palate delivers yellow apple, tropical fruit and hazelnut alongside crisp acidity and small, persistent bubbles.",Kerin O’Keefe,@kerinokeefe,,Blanc de Blanc Brut,Sparkling Blend,Vino Spumante,,Italy Other,Italy,Ambo Secco
7377,88,Anier 2014 Vendimia Seleccionada Verdejo (Rueda),"Pungent aromas of nettle, grapefruit and green herbs are true to Rueda and Verdejo. This feels tight and minerally, almost to the point of seeming raw. Nettle, lime and scallion flavors are tangy, citric and lightly pickled on the finish.",Michael Schachner,@wineschach,20.0,Vendimia Seleccionada,Verdejo,Rueda,,Northern Spain,Spain,Anier
7378,88,Bellenda 2014 Miraval  (Conegliano Valdobbiadene Prosecco Superiore),"This offers subdued aromas of white spring flowers, citrus and orchard fruit. The bright, creamy palate offers tart green apple and lime alongside vibrant acidity and a soft, frothy mousse.",Kerin O’Keefe,@kerinokeefe,19.0,Miraval,Glera,Conegliano Valdobbiadene Prosecco Superiore,,Veneto,Italy,Bellenda
7379,88,Bishop's Peak 2013 Cabernet Sauvignon (Paso Robles),"This wine, made as the second label under the very reliable Talley Vineyards, is a solid purchase, offering black currant and herb-crusted roast pork aromas on the savory nose. It's juicy while smoky once sipped, with nice herbal touches that last deep into the finish. Drink now.",Matt Kettmann,@mattkettmann,20.0,,Cabernet Sauvignon,Paso Robles,Central Coast,California,US,Bishop's Peak
7380,88,Bodega Patritti 2012 Primogénito Pinot Noir (Patagonia),"Leafy tomato, dried cherry and baked plum aromas cover most ends of the Pinot spectrum. This feels round, ripe and a touch tannic, while oaky flavors of vanilla and chocolate dominate, ending with more than a dash of wood spice.",Michael Schachner,@wineschach,22.0,Primogénito,Pinot Noir,Patagonia,,Other,Argentina,Bodega Patritti
7381,88,Bodegas Murtia 2013 Cármine Monastrell (Jumilla),"Blackberry and cassis aromas are bold and come with a coating of oak that brings vanilla and sweet plastic into the frame. A crisp, tightly wound palate shows plum and red-currant flavors in front of a snappy finish with oak spice and chocolate hints.",Michael Schachner,@wineschach,15.0,Cármine,Monastrell,Jumilla,,Levante,Spain,Bodegas Murtia
7382,88,Bruno Paillard NV Première Cuvée Extra Brut Rosé  (Champagne),"A pale-colored rosé, fresh and very dry, this is crisp and light. Attractive raspberry and red currant fruits are cut by acidity. The tangy texture is lively and crisp.",Roger Voss,@vossroger,68.0,Première Cuvée Extra Brut Rosé,Champagne Blend,Champagne,,Champagne,France,Bruno Paillard
7383,88,Ca' del Bosco NV Cuvée Prestige Sparkling (Franciacorta),"This golden-hued sparkler opens with aromas of yellow orchard fruit, citrus and a whiff of bread crust that carry over to the crisp palate along with a nutty note. A firm, persistent perlage offsets the ripe fruit flavors.",Kerin O’Keefe,@kerinokeefe,40.0,Cuvée Prestige,Sparkling Blend,Franciacorta,,Lombardy,Italy,Ca' del Bosco
7384,88,Chassenay d'Arce 2005 Blanc de Blancs Millésimé Brut Chardonnay (Champagne),"A soft style of Blanc de Blancs, rounded as much as crisp, this is an attractively ripe and fruity wine. Apple and grapefruit flavors are filled out with perfumed acidity and a lively, fresh aftertaste. Drink now.",Roger Voss,@vossroger,72.0,Blanc de Blancs Millésimé Brut,Chardonnay,Champagne,,Champagne,France,Chassenay d'Arce
7385,88,Château de Chatelard 2014 Cuvée Secret de  (Beaujolais Blanc),"This is a fragrant, ripe wine that while delicious to drink now really does need a few months aging. Fruity with apples, lime and green-plum flavors it also has a fine texture that gives structure and will allow the potential richness to develop. Drink from late 2016.",Roger Voss,@vossroger,,Cuvée Secret de,Chardonnay,Beaujolais Blanc,,Beaujolais,France,Château de Chatelard
7386,88,DeMorgenzon 2014 DMZ Sauvignon Blanc (Western Cape),"This is an easy, clean and direct Sauvy, with fresh notes of lime, tart gooseberry and green plum on the nose and mouth. The palate is lively and bright, finishing mouthwatering and refreshing. Drink now.",Lauren Buzzeo,@laurbuzz,18.0,DMZ,Sauvignon Blanc,,,Western Cape,South Africa,DeMorgenzon
7387,88,Do Ferreiro 2013 Rebisaca Albariño (Rías Baixas),"Slightly oily, mature aromas of apple and peach break up quickly. This single-vineyard Albariño feels lean and narrow. Citrusy flavors of tangerine and grapefruit finish racy and zesty. Drink now.",Michael Schachner,@wineschach,26.0,Rebisaca,Albariño,Rías Baixas,,Galicia,Spain,Do Ferreiro
7388,88,Domaine de Roche Guillon 2014  Beaujolais-Villages,"Dry in style, this dark-hued wine comes from vines between 30 and 90 years old. With firm tannins and a dry core, it is only just showing its fruity side. Coming from a five-generation family's vineyard near Fleurie, it has the richness and potential of wines from this cru. Drink from 2016.",Roger Voss,@vossroger,14.0,,Gamay,Beaujolais-Villages,,Beaujolais,France,Domaine de Roche Guillon
7389,88,Domaine du Clos du Fief 2014 Fleur de  (Beaujolais-Villages),"Grown in the far north of Beaujolais, almost in Burgundy's Mâcon region, this full and ripe Chardonnay is full of spice and toast as well as rich yellow fruits. It is still young, with intense citrus flavors, so wait to drink until 2016.",Roger Voss,@vossroger,18.0,Fleur de,Chardonnay,Beaujolais-Villages,,Beaujolais,France,Domaine du Clos du Fief
7390,88,Chehalem 2013 Three Vineyard Pinot Noir (Willamette Valley),"This blend of the three estate vineyards is the first Pinot to be released from each vintage. Here it spent time in 22% oak, roughly half new. Cranberry, pomengranate, dried herbs and some gently earthy tannins combine in a tart, gulpable style.",Paul Gregutt,@paulgwine ,32.0,Three Vineyard,Pinot Noir,Willamette Valley,Willamette Valley,Oregon,US,Chehalem
7391,88,Henri Abelé NV Brut Rosé  (Champagne),"This wine, with its acidity, is so crisp and bright. Touches of red fruits give the wine a riper character, although what makes it most attractive is the freshness and the delicious fruity aftertaste. Drink this bottle as a fine apéritif.",Roger Voss,@vossroger,55.0,Brut Rosé,Champagne Blend,Champagne,,Champagne,France,Henri Abelé
7392,88,Innocent Bystander 2013 Pinot Noir (Yarra Valley),"This reflects the Yarra region's Pinot Noir character well, combining earthy, cola- and beet-scented notes with well-ripened tannins and medium body. There's a fair bit of textural richness for such a modestly priced Pinot. Drink now.",Joe Czerwinski,@JoeCz,20.0,,Pinot Noir,Yarra Valley,,Victoria,Australia,Innocent Bystander
